   .0000000E+00,   .0000000E+00,   .2000000E-02,   .4000000E-02,   .6000000E-02,   .8000000E-02,   .1000000E-01,   .1200000E-01,   .1400000E-01,   .1600000E-01,   .1800000E-01,
   .0000000E+00,   .0000000E+00,   .1878151E+01,   .3761590E+01,   .5629131E+01,   .7521810E+01,   .9403749E+01,   .1128349E+02,   .1317461E+02,   .1506434E+02,   .1695974E+02,
   .5000000E-01,   .1410886E+01,   .3288994E+01,   .5189954E+01,   .7076748E+01,   .8980676E+01,   .1088092E+02,   .1277319E+02,   .1468636E+02,   .1658792E+02,   .1849903E+02,
   .1000000E+00,   .5647239E+01,   .7465777E+01,   .9366124E+01,   .1127991E+02,   .1318212E+02,   .1508695E+02,   .1699754E+02,   .1890428E+02,   .2081556E+02,   .2272618E+02,
