   .0000000E+00   .0000000E+00
   .1744765E-03  -.8723389E-10
   .3489530E-03  -.1744678E-09
   .5234296E-03  -.2617017E-09
   .6979061E-03  -.3489355E-09
   .8723826E-03  -.4361694E-09
   .1046859E-02  -.5234033E-09
   .1221336E-02  -.6106371E-09
   .1395812E-02  -.6978710E-09
   .1570289E-02  -.7851048E-09
   .1744765E-02  -.8723387E-09
   .1919242E-02  -.9595725E-09
   .2093718E-02  -.1046807E-08
   .2268195E-02  -.1134041E-08
   .2442671E-02  -.1221275E-08
   .2617148E-02  -.1308509E-08
   .2791624E-02  -.1395743E-08
   .2966101E-02  -.1482977E-08
   .3140577E-02  -.1570211E-08
   .3315054E-02  -.1657445E-08
   .3489531E-02  -.1744679E-08
   .3664007E-02  -.1831913E-08
   .3838484E-02  -.1919147E-08
   .4012960E-02  -.2006381E-08
   .4187437E-02  -.2093615E-08
   .4361913E-02  -.2180849E-08
   .4536390E-02  -.2268084E-08
   .4710866E-02  -.2355318E-08
   .4885343E-02  -.2442552E-08
   .5060077E-02  -.3315352E-09
   .5235244E-02  -.4786851E-08
   .5410205E-02  -.1442039E-07
   .5582315E-02  -.2897589E-07
   .5756414E-02  -.4886250E-07
   .5929851E-02  -.7388877E-07
   .6100015E-02  -.1035663E-06
   .6271689E-02  -.1387292E-06
   .6442250E-02  -.1789531E-06
   .6611550E-02  -.2235212E-06
   .6777052E-02  -.2736864E-06
   .6943408E-02  -.3287944E-06
   .7108064E-02  -.3887973E-06
   .7268564E-02  -.4526822E-06
   .7429418E-02  -.5222449E-06
   .7588147E-02  -.5965331E-06
   .7742393E-02  -.6743215E-06
   .7896492E-02  -.7577967E-06
   .8048057E-02  -.8457912E-06
   .8196956E-02  -.9368768E-06
   .8340990E-02  -.1033614E-05
   .8484210E-02  -.1134629E-05
   .8624381E-02  -.1239834E-05
   .8759448E-02  -.1347546E-05
   .8893205E-02  -.1460795E-05
   .9023557E-02  -.1577947E-05
   .9148602E-02  -.1697148E-05
   .9271856E-02  -.1821746E-05
   .9391372E-02  -.1949933E-05
   .9507047E-02  -.2079692E-05
   .9617210E-02  -.2214670E-05
   .9724959E-02  -.2352893E-05
   .9828575E-02  -.2494240E-05
   .9926576E-02  -.2636504E-05
   .1002172E-01  -.2783685E-05
   .1011247E-01  -.2933614E-05
   .1019754E-01  -.3083961E-05
   .1027934E-01  -.3238953E-05
   .1035651E-01  -.3396293E-05
   .1042800E-01  -.3553551E-05
   .1049580E-01  -.3715146E-05
   .1055880E-01  -.3878673E-05
   .1061694E-01  -.4041616E-05
   .1066944E-01  -.4208554E-05
   .1071777E-01  -.4376993E-05
   .1076110E-01  -.4546785E-05
   .1079888E-01  -.4715331E-05
   .1083217E-01  -.4887369E-05
   .1086036E-01  -.5060313E-05
   .1088313E-01  -.5231527E-05
   .1090111E-01  -.5405823E-05
   .1091394E-01  -.5580572E-05
   .1092159E-01  -.5753119E-05
   .1092406E-01  -.5928314E-05
   .1092142E-01  -.6103505E-05
   .1091360E-01  -.6278539E-05
   .1090083E-01  -.6450769E-05
   .1088275E-01  -.6625037E-05
   .1085952E-01  -.6798692E-05
   .1083161E-01  -.6969117E-05
   .1079823E-01  -.7141103E-05
   .1075977E-01  -.7312025E-05
   .1071628E-01  -.7479317E-05
   .1066851E-01  -.7647681E-05
   .1061513E-01  -.7814537E-05
   .1055684E-01  -.7979740E-05
   .1049461E-01  -.8140822E-05
   .1042672E-01  -.8302313E-05
   .1035408E-01  -.8461722E-05
   .1027789E-01  -.8616682E-05
   .1019601E-01  -.8771549E-05
   .1010959E-01  -.8923923E-05
   .1002003E-01  -.9071553E-05
   .9924806E-02  -.9218588E-05
   .9825276E-02  -.9362740E-05
   .9721525E-02  -.9501889E-05
   .9615213E-02  -.9639946E-05
   .9503352E-02  -.9774752E-05
   .9387551E-02  -.9906189E-05
   .9269648E-02  -.1003234E-04
   .9146327E-02  -.1015675E-04
   .9019380E-02  -.1027745E-04
   .8890803E-02  -.1039271E-04
   .8756985E-02  -.1050575E-04
   .8619879E-02  -.1061478E-04
   .8479607E-02  -.1071824E-04
   .8338359E-02  -.1081904E-04
   .8192165E-02  -.1091555E-04
   .8043178E-02  -.1100770E-04
   .7893713E-02  -.1109417E-04
   .7739569E-02  -.1117741E-04
   .7583028E-02  -.1125605E-04
   .7426512E-02  -.1132901E-04
   .7265620E-02  -.1139832E-04
   .7102746E-02  -.1146285E-04
   .6938033E-02  -.1152171E-04
   .6774012E-02  -.1157656E-04
   .6606074E-02  -.1162647E-04
   .6436731E-02  -.1167139E-04
   .6268577E-02  -.1171074E-04
   .6096884E-02  -.1174564E-04
   .5924232E-02  -.1177545E-04
   .5753254E-02  -.1179982E-04
   .5579145E-02  -.1181943E-04
   .5404529E-02  -.1183390E-04
   .5232060E-02  -.1184309E-04
   .5056891E-02  -.1184728E-04
   .4882355E-02  -.1251137E-04
   .4707239E-02  -.9991933E-05
   .4532379E-02  -.1245640E-04
   .4360417E-02  -.1240470E-04
   .4186519E-02  -.1233696E-04
   .4013332E-02  -.9786305E-05
   .3843464E-02  -.1215517E-04
   .3672139E-02  -.1203996E-04
   .3501976E-02  -.9489114E-05
   .3335526E-02  -.1176472E-04
   .3168110E-02  -.1160295E-04
   .3002296E-02  -.9071790E-05
   .2838230E-02  -.1123641E-04
   .2678358E-02  -.1102932E-04
   .2518187E-02  -.1080741E-04
   .2360186E-02  -.8333234E-05
   .2206703E-02  -.1032356E-04
   .2053421E-02  -.1005857E-04
   .1902718E-02  -.7649645E-05
   .1756819E-02  -.9491158E-05
   .1611623E-02  -.9185155E-05
   .1469391E-02  -.6860259E-05
   .1332214E-02  -.8538608E-05
   .1196235E-02  -.8193978E-05
   .1063583E-02  -.7836997E-05
   .9343755E-03  -.7473333E-05
   .8104942E-03  -.7092763E-05
   .6884569E-03  -.6700805E-05
   .5701916E-03  -.4641259E-05
   .4574082E-03  -.5890091E-05
   .3469363E-03  -.5466212E-05
   .2405352E-03  -.3547792E-05
