   .1548066E-09   .1548065E-09   .1548066E-09   .1547988E-09   .1547988E-09   .1547988E-09   .1547911E-09   .1547910E-09   .1547911E-09
   .1307923E-08   .1307189E-08   .1306456E-08   .1307915E-08   .1307182E-08   .1306448E-08   .1307907E-08   .1307174E-08   .1306440E-08
   .1462730E-08   .1461996E-08   .1461262E-08   .1462714E-08   .1461980E-08   .1461247E-08   .1462699E-08   .1461965E-08   .1461231E-08
   .3938355E-08   .3938745E-08   .3939129E-08   .3938371E-08   .3938760E-08   .3939144E-08   .3938386E-08   .3938776E-08   .3939159E-08
   .4093161E-08   .4093551E-08   .4093935E-08   .4093169E-08   .4093559E-08   .4093943E-08   .4093177E-08   .4093567E-08   .4093950E-08
   .5245933E-08   .5245934E-08   .5245934E-08   .5245941E-08   .5245942E-08   .5245941E-08   .5245949E-08   .5245950E-08   .5245949E-08
   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08   .5401516E-08
