   .1000000E-04   .9187826E-09
   .2000000E-04   .3839268E-08
   .3000000E-04   .2011346E-08
   .4000000E-04   .5000725E-08
   .5000000E-04   .1250387E-08
   .6000000E-04   .2063550E-08
   .7000000E-04   .8209260E-08
   .8000000E-04   .1138609E-07
   .9000000E-04   .6065516E-08
   .1000000E-03   .1325637E-07
   .1100000E-03   .1485095E-07
   .1200000E-03   .6892104E-08
   .1300000E-03   .1950051E-07
   .1400000E-03   .7001927E-08
   .1500000E-03   .3532754E-07
   .1600000E-03   .3770264E-07
   .1700000E-03   .2246233E-07
   .1800000E-03   .1095780E-07
   .1900000E-03   .4009243E-07
   .2000000E-03   .3861531E-07
   .2100000E-03   .2625161E-07
   .2200000E-03   .2750102E-07
   .2300000E-03   .1880310E-07
   .2400000E-03   .5079158E-07
   .2500000E-03   .1250375E-07
   .2600000E-03   .5029887E-07
   .2700000E-03   .3375199E-07
   .2800000E-03   .1039244E-07
   .2900000E-03   .4890535E-07
   .3000000E-03   .2439574E-07
   .3100000E-03   .1550421E-07
   .3200000E-03   .2003504E-07
   .3300000E-03   .3922778E-07
   .3400000E-03   .7443982E-07
   .3500000E-03   .5915250E-07
   .3600000E-03   .6986662E-07
   .3700000E-03   .1850510E-07
   .3800000E-03   .1457287E-07
   .3900000E-03   .2475503E-07
   .4000000E-03   .2000586E-07
   .4100000E-03   .6713063E-07
   .4200000E-03   .6300300E-07
   .4300000E-03   .3462267E-07
   .4400000E-03   .4640465E-07
   .4500000E-03   .2889691E-07
   .4600000E-03   .8955440E-07
   .4700000E-03   .7050317E-07
   .4800000E-03   .5049900E-07
   .4900000E-03   .6125242E-07
   .5000000E-03   .1991600E-07
