.750000000000E-02,.500000000000E-03,.345605273472E-02
.750000000000E-02,.150000000000E-02,.345620948886E-02
.750000000000E-02,.250000000000E-02,.345930937373E-02
.750000000000E-02,.350000000000E-02,.346801759544E-02
.750000000000E-02,.450000000000E-02,.348948274769E-02
.850000000000E-02,.500000000000E-03,.443941846308E-02
.850000000000E-02,.150000000000E-02,.443962117242E-02
.850000000000E-02,.250000000000E-02,.444153959391E-02
.850000000000E-02,.350000000000E-02,.444873105965E-02
.850000000000E-02,.450000000000E-02,.446549476821E-02
.950000000000E-02,.500000000000E-03,.564731596203E-02
.950000000000E-02,.150000000000E-02,.564086216394E-02
.950000000000E-02,.250000000000E-02,.562909554926E-02
.950000000000E-02,.350000000000E-02,.561519061176E-02
.950000000000E-02,.450000000000E-02,.561691516024E-02
5E-4,5E-4,1.82199E-5
5E-4,1E-3,2.98924E-5
5E-4,0.002,9.82447E-5
5E-4,0.004,3.83477E-4
5E-4,0.008,0.00153
1E-3,5E-4,6.11347E-5
1E-3,1E-3,6.52698E-5
1E-3,0.002,1.13941E-4
1E-3,0.004,3.87826E-4
1E-3,0.008,0.00153
0.002,5E-4,2.45537E-4
0.002,1E-3,2.4671E-4
0.002,0.002,2.63664E-4
0.002,0.004,4.54645E-4
0.002,0.008,0.00155
0.004,5E-4,9.82822E-4
0.004,1E-3,9.83154E-4
0.004,0.002,9.87414E-4
0.004,0.004,0.00105
0.004,0.008,0.00182
0.008,5E-4,0.00393
0.008,1E-3,0.00393
0.008,0.002,0.00393
0.008,0.004,0.00395
0.008,0.008,0.00422

